Country,code,id,year,DEMO,CORRUPT,POP,POP0-14%,LFPR,UR,LABOR,LNL1,EFFECTIVE_LABOR,LNL2,EDU_IDX,GDP,LNY,INCOMEPC,LNINCOMEPC,INEQUALITY,CAPITAL_STOCK,LNK,URBAN,LAW,TIME_TREND,dCIVILWARS,dFRENCH,dBRITISH,dLATINAME,dWENA,dMIDEAST,dAFRICAN,dOIL,dLANDLOCKED,dPOSTSOVIET
Chile,CHL,31,2011,7,0.195380187,17201305,21.494,61.6,7.1,7727878,15.86,5764997,15.567,0.746,352983.219,12.774,20520.723,9.929,52.1,962582,13.777,88.79,0.75,5,0,0,0,1,0,0,0,0,0,0
China,CHN,32,2011,1.5,0.611078894,1344130000,17.2,71,4.3,756205156,20.444,450698273,19.926,0.596,13758196,16.437,10235.763,9.234,45.25,48872912,17.705,50.573,0.583,5,1,0,0,0,0,0,0,0,0,0
Colombia,COL,33,2011,4.5,0.560017341,46406446,25.917,67.2,11.1,20538372,16.838,12754329,16.361,0.621,537505.5,13.195,11582.561,9.357,55.95,1567348.875,14.265,75.321,0.333,5,1,0,0,1,0,0,0,0,0,0
Comoros,COM,34,2011,4.5,0.641694677,715972,41.006,57.5,6.5,227082,12.333,104685,11.559,0.461,1014.877,6.923,1417.481,7.257,64.3,2322.665,7.75,27.966,0.375,5,0,1,0,0,0,0,1,0,0,0
Costa Rica,CRI,35,2011,7,0.383065903,4600487,24.15,62.8,7.7,2022657,14.52,1322818,14.095,0.654,59614.359,10.996,12958.271,9.469,50.5,132960.859,11.798,72.866,0.5,5,0,0,0,1,0,0,0,0,0,0
Croatia,HRV,36,2011,6.5,0.498166883,4280622,15.513,51.6,13.4,1616083,14.296,1247616,14.037,0.772,88931.375,11.396,20775.339,9.942,30.35,383591.125,12.857,57.8,0.75,5,0,0,0,0,0,0,0,0,0,1
Cyprus,CYP,37,2011,7,0.322558737,1116644,17.509,63.6,7.9,539560,13.199,415461,12.937,0.77,28102.389,10.244,25166.829,10.133,29,127138.523,11.753,67.406,0.833,5,1,0,1,0,0,0,0,0,0,0
Czech Republic,CZE,38,2011,7,0.440661502,10496088,14.385,58.3,6.7,4887979,15.402,4232990,15.258,0.866,305234.281,12.629,29080.766,10.278,28.4,1634530.75,14.307,73.185,0.833,5,0,0,0,0,0,0,0,0,1,1
Dem. Rep. of the Congo,COD,39,2011,2,0.779277158,68087376,46.445,71.9,8.2,24067777,16.996,11071178,16.22,0.46,47069.91,10.759,691.316,6.539,44.4,68882.523,11.14,40.442,0.167,5,1,0,0,0,0,0,1,0,0,0
Denmark,DNK,40,2011,7,0.009480953,5570572,17.828,64,7.6,2706929,14.811,2501202,14.732,0.924,238382.688,12.382,42793.215,10.664,24.75,1077295,13.89,86.957,1,5,0,0,0,0,1,0,0,0,0,0
Djibouti,DJI,41,2011,2.5,0.560939384,841802,33.817,51.4,0,286364,12.565,87627,11.381,0.306,2184.262,7.689,2594.746,7.861,40,12952.25,9.469,77.053,0.625,5,0,1,0,0,0,0,0,0,0,0
Dominican Republic,DOM,42,2011,7,0.652873707,10027140,31.091,64.9,14.7,3825112,15.157,2321843,14.658,0.607,113199.602,11.637,11289.321,9.332,47.8,372252.656,12.827,74.929,0.417,5,1,0,1,1,0,0,0,0,0,0
East Timor,TLS,43,2011,4.5,0.709307575,1120392,41.111,38.3,3.7,243350,12.402,114861,11.651,0.472,,,,,31.9,,,30.171,0.375,5,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,44,2011,5,0.658780241,15177280,30.405,68.2,4.2,6901165,15.747,4437449,15.306,0.643,149289.391,11.914,9836.373,9.194,48.3,497831.313,13.118,62.885,0.417,5,0,0,0,1,0,0,0,0,0,0
Egypt,EGY,45,2011,2.5,0.631648898,83787634,31.971,48.8,12,24477936,17.013,14270637,16.474,0.583,828785,13.628,9891.495,9.199,32.6,1096283.25,13.907,43,0.5,5,0,0,1,0,0,0,0,0,0,0
El Salvador,SLV,46,2011,5.5,0.542312667,6055208,29.802,61.9,6.6,2457495,14.715,1349165,14.115,0.549,45166.758,10.718,7459.159,8.917,47.6,97264.727,11.485,64.79,0.333,5,1,0,0,1,0,0,0,0,0,0
Estonia,EST,47,2011,7,0.314141977,1327439,15.28,62.3,12.5,613050,13.326,535806,13.192,0.874,32575.83,10.391,24540.359,10.108,33.65,136205.391,11.822,67.965,0.667,5,0,0,0,0,0,0,0,0,0,1
Ethiopia,ETH,48,2011,2,0.63513906,89858696,43.89,83.8,5.2,40054704,17.506,12577177,16.347,0.314,96804.75,11.48,1077.3,6.982,29.9,240324.516,12.39,17.735,0.75,5,1,0,0,0,0,0,1,0,1,0
Fiji,FJI,49,2011,3,0.588814133,867327,28.966,55,8.5,310051,12.644,237809,12.379,0.767,6357.653,8.757,7330.169,8.9,42.8,14741.089,9.598,52.214,0.438,5,0,0,1,0,0,0,0,0,0,0
Finland,FIN,50,2011,7,0.056232166,5388272,16.44,60.3,7.7,2505922,14.734,2039820,14.528,0.814,219265.813,12.298,40693.16,10.614,26.85,995980.438,13.811,83.688,1,5,0,0,0,0,1,0,0,0,0,0
France,FRA,51,2011,7,0.195588589,65342776,18.472,56,9.2,27088136,17.115,21995567,16.906,0.812,2458600,14.715,37626.195,10.535,32.7,11106307,16.223,78.584,0.833,5,0,0,0,0,1,0,0,0,0,0
Gabon,GAB,52,2011,2.5,0.65723803,1577298,37.754,60.3,20.4,471254,13.063,284166,12.557,0.603,24165.127,10.093,15320.584,9.637,41.5,72526.102,11.192,86.047,0.5,5,0,1,0,0,0,0,1,1,0,0
Gambia,GMB,53,2011,2.5,0.599747413,1749099,46.427,77.5,7.2,673926,13.421,227787,12.336,0.338,2600.924,7.864,1487.008,7.305,48.75,7958.625,8.982,57.014,0.583,5,0,0,1,0,0,0,1,0,0,0
Georgia,GEO,54,2011,4.5,0.504904557,3875000,17.006,64.3,15.1,1755652,14.378,1367653,14.129,0.779,33596.313,10.422,8670.016,9.068,41.05,64975.336,11.082,53.016,0.5,5,1,0,0,0,0,0,0,0,0,1
Germany,DEU,55,2011,7,0.15814693,81797673,13.373,59.9,5.9,39940110,17.503,35426878,17.383,0.887,3443416.5,15.052,42096.754,10.648,27.65,13363606,16.408,74.488,0.833,5,0,0,1,0,1,0,0,0,0,0
Ghana,GHA,56,2011,6.5,0.492100599,24928503,39.002,69,4.6,10009494,16.119,5455174,15.512,0.545,85754.852,11.359,3440.032,8.143,41.1,236446.375,12.373,51.394,0.417,5,0,0,1,0,0,0,1,0,0,0
Greece,GRC,57,2011,6,0.536919385,11104899,14.605,53.4,17.7,4167622,15.243,3450791,15.054,0.828,293995.344,12.591,26474.383,10.184,33.65,1616750.5,14.296,76.649,0.75,5,0,0,0,0,1,0,0,0,0,0
Guatemala,GTM,58,2011,4.5,0.594011033,15049280,38.578,67.5,4.1,5983639,15.605,2818294,14.852,0.471,98496.586,11.498,6544.937,8.786,49.396755,266095.219,12.492,49.765,0.25,5,1,0,0,1,0,0,0,0,0,0
Guinea,GIN,59,2011,3,0.722554278,11316351,43.207,71.8,1.7,4536030,15.328,1397097,14.15,0.308,14094.299,9.554,1245.481,7.127,39.4,15856.199,9.671,35.297,0.417,5,0,1,0,0,0,0,1,0,0,0
Guinea-Bissau,GNB,60,2011,4,0.710697389,1673509,41.397,73.2,6.8,669076,13.414,227486,12.335,0.34,2365.74,7.769,1413.64,7.254,35.5,5170.287,8.551,46.081,0.417,5,1,0,0,0,0,0,1,0,0,0
Guyana,GUY,61,2011,5.5,0.619932902,755883,32.682,61.3,11.1,277299,12.533,159447,11.979,0.575,,,,,43.85,,,28.271,0.25,5,0,0,1,1,0,0,0,0,0,0
Haiti,HTI,62,2011,3.5,0.745152402,10144890,35.484,65.4,6.8,3989392,15.199,1599746,14.285,0.401,15285.32,9.635,1506.701,7.318,59.2,112432.906,11.63,53.456,0.25,5,0,1,0,1,0,0,0,0,0,0
Honduras,HND,63,2011,4,0.65923326,7621414,35.043,62.3,4.4,2948562,14.897,1486075,14.212,0.504,32806.543,10.398,4304.522,8.367,55.3,110959.422,11.617,52.316,0.333,5,0,0,0,1,0,0,0,0,0,0
Hungary,HUN,64,2011,6.5,0.436151218,9971727,14.581,50.9,10.9,3862967,15.167,3152181,14.964,0.816,231643.672,12.353,23230.045,10.053,30,938124.5,13.752,69.348,0.667,5,0,0,0,0,0,0,0,0,1,1
Iceland,ISL,65,2011,7,0.110763097,319014,20.845,73.8,7.1,173124,12.062,147675,11.903,0.853,12486.789,9.432,39141.822,10.575,25,50603.668,10.832,93.734,1,5,0,0,0,0,1,0,0,0,0,0
India,IND,66,2011,5.5,0.614557147,1247446011,30.502,54.8,3.5,458462553,19.943,231523589,19.26,0.505,5691067.5,15.554,4562.175,8.426,36.8,17782550,16.694,31.276,0.667,5,1,0,1,0,0,0,0,0,0,0
Indonesia,IDN,67,2011,5.5,0.6359828,244808254,28.596,67.8,6.6,110693673,18.522,66858979,18.018,0.604,2178113.75,14.594,8897.223,9.093,39.4,11097780,16.222,50.712,0.5,5,1,0,0,0,0,0,0,0,0,0
Iran,IRN,68,2011,2,0.684910738,75184322,23.381,44.5,13.3,22225006,16.917,14446254,16.486,0.65,1373150.25,14.133,18263.784,9.813,38.3,3426127.75,15.047,71.2,0.667,5,1,0,0,0,0,1,0,1,0,0
Iraq,IRQ,69,2011,2.5,0.741439199,31867758,41.742,42.1,15.2,6628018,15.707,3267613,15,0.493,386257.313,12.864,12120.63,9.403,42,548409.688,13.215,69.098,0.25,5,1,0,1,0,0,1,0,1,0,0
Ireland,IRL,70,2011,7,0.191849661,4576794,21.017,60.4,14.6,1864609,14.439,1691200,14.341,0.907,209437.859,12.252,45760.823,10.731,34.3,903489.875,13.714,62.111,1,5,0,0,1,0,1,0,0,0,0,0
Israel/West Bank,ISR,71,2011,6.5,0.357515419,7765800,27.38,57.4,5.6,3055802,14.933,2621878,14.779,0.858,237265.922,12.377,30552.67,10.327,39.2,693522.313,13.45,91.886,0.833,5,0,0,1,0,0,1,0,0,0,0
Italy,ITA,72,2011,7,0.483655214,59379449,13.996,48.1,8.4,22500757,16.929,17550590,16.681,0.78,2154116.5,14.583,36277.139,10.499,36,11717211,16.277,68.444,0.667,5,0,0,0,0,1,0,0,0,0,0
Ivory Coast,CIV,73,2011,2,0.704299903,20604172,43.442,67.3,4.1,7521152,15.833,2873080,14.871,0.382,53890.023,10.895,2615.491,7.869,48.4,154028.594,11.945,51.305,0.417,5,0,1,0,0,0,0,1,0,0,0
Jamaica,JAM,74,2011,5.5,0.558869869,2699838,26.466,63.1,12.7,1093624,13.905,746945,13.524,0.683,20885.982,9.947,7736.013,8.954,45.5,129150.555,11.769,53.93,0.333,5,0,0,1,1,0,0,0,0,0,0
Japan,JPN,75,2011,6.5,0.186427402,127817277,13.22,59.1,4.5,62604032,17.952,50584058,17.739,0.808,4383941,15.293,34298.501,10.443,24.9,17226012,16.662,91.248,0.833,5,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,76,2011,2.5,0.4808549,6760371,36.494,41.9,12.9,1566814,14.265,1095203,13.906,0.699,69378.148,11.147,10262.476,9.236,37.7,187732.984,12.143,82.724,0.667,5,1,0,1,0,0,1,0,0,0,0
Kazakhstan,KAZ,77,2011,2.5,0.695743191,16556600,24.526,71.9,5.4,8499446,15.956,6757060,15.726,0.795,359249.906,12.792,21698.29,9.985,33.9,622979.875,13.342,53.581,0.583,5,0,0,0,0,0,0,0,1,1,1
Kenya,KEN,78,2011,4.5,0.689365268,41419954,42.525,66.8,9.2,14439432,16.485,7378550,15.814,0.511,105326.875,11.565,2542.902,7.841,47.7,241457.906,12.394,23.967,0.333,5,0,0,1,0,0,0,1,0,0,0
Kirgizstan,KGZ,79,2011,3,0.73083694,5514600,30.063,66.7,8.5,2353795,14.672,1647657,14.315,0.7,19090.895,9.857,3461.882,8.15,34.8,29367.211,10.288,35.342,0.438,5,0,0,0,0,0,0,0,0,0,1
Kuwait,KWT,80,2011,3.5,0.47397722,3239181,23.453,67.8,3.6,1620579,14.298,1042033,13.857,0.643,241983.813,12.397,74705.246,11.221,30,398022.969,12.894,98.279,0.833,5,0,0,1,0,0,1,0,1,0,0
Laos,LAO,81,2011,1.5,0.73737247,6366909,36.508,77.6,1.4,3093026,14.945,1367118,14.128,0.442,27541.074,10.223,4325.659,8.372,32.6,75183.711,11.228,34.252,0.5,5,1,1,0,0,0,0,0,0,1,0
Latvia,LVA,82,2011,6,0.462374619,2059709,14.162,58.8,16.2,871182,13.678,716982,13.483,0.823,40864.754,10.618,19840.062,9.895,35.7,251046.328,12.433,67.62,0.833,5,0,0,0,0,0,0,0,0,0,1
Lebanon,LBN,83,2011,3.5,0.677356994,4591698,23.627,46.9,6.2,1542728,14.249,976547,13.792,0.633,71298.594,11.175,15527.718,9.65,45,320147.719,12.677,87.304,0.667,5,1,1,0,0,0,1,0,0,0,0
Lesotho,LSO,84,2011,5,0.464697304,2032950,37.319,65.7,30.2,584361,13.278,293934,12.591,0.503,4701.149,8.456,2312.477,7.746,57.85,19899.07,9.898,25.253,0.563,5,0,0,1,0,0,0,1,0,1,0
Liberia,LBR,85,2011,4.5,0.62443074,4079574,43.246,61.3,3.7,1366773,14.128,546709,13.212,0.4,2944.755,7.988,721.829,6.582,52.6,8777.085,9.08,48.168,0.417,5,1,0,0,0,0,0,1,0,0,0
Lithuania,LTU,86,2011,7,0.452021825,3028115,14.575,59.9,15.3,1312403,14.087,1149665,13.955,0.876,69059.508,11.143,22806.105,10.035,35.8,221246.203,12.307,66.672,0.667,5,0,0,0,0,0,0,0,0,0,1
Luxembourg,LUX,87,2011,7,0.066443205,518347,17.403,56.8,4.9,231267,12.351,179463,12.098,0.776,47029.676,10.759,90730.101,11.416,30.8,159924.922,11.982,88.906,1,5,0,0,0,0,1,0,0,0,1,0
Macedonia,MKD,88,2011,5,0.508362056,2065888,17.79,55.4,31.4,645451,13.378,,,,23325.336,10.057,11290.707,9.332,39,67526.617,11.12,56.962,0.563,5,0,0,0,0,0,0,0,0,1,1
Madagascar,MDG,89,2011,3,0.564439398,21678867,43.087,88.9,3.6,10573655,16.174,5138797,15.452,0.486,27645.166,10.227,1275.213,7.151,47.2,51569.012,10.851,32.562,0.417,5,0,1,0,0,0,0,1,0,0,0
Malawi,MWI,90,2011,4.5,0.574781674,15226813,46.045,83.1,7.6,6308270,15.657,2788255,14.841,0.442,16557.357,9.715,1087.382,6.992,39,55434.59,10.923,15.663,0.5,5,0,0,1,0,0,0,1,0,1,0
Malaysia,MYS,91,2011,4,0.489715697,28572970,26.808,59.2,3.1,11996797,16.3,8229803,15.923,0.686,604006.313,13.311,21139.08,9.959,37.9,1544556.125,14.25,71.735,0.667,5,0,0,1,0,0,0,0,0,0,0
Maldives,MDV,92,2011,4.5,0.604960811,377000,28.245,66.1,11.6,158068,11.971,84408,11.343,0.534,4469.966,8.405,11856.675,9.381,37.4,10636.827,9.272,41.159,0.5,5,0,0,1,0,0,0,0,0,0,0
Mali,MLI,93,2011,5.5,0.613676453,15639115,47.301,65.9,8.1,4991338,15.423,1507384,14.226,0.302,23279.773,10.055,1488.561,7.306,39,49184.016,10.803,36.789,0.5,5,0,1,0,0,0,0,1,0,1,0
Malta,MLT,94,2011,7,0.333116698,416268,15.922,51.4,6.5,168201,12.033,119759,11.693,0.712,12096.431,9.401,29059.237,10.277,26,38051.98,10.547,94.833,0.833,5,0,0,1,0,1,0,0,0,0,0
Mauritania,MRT,95,2011,2.5,0.611305475,3683221,40.849,53.7,31.1,806084,13.6,276487,12.53,0.343,11652.908,9.363,3163.782,8.06,39,30050.926,10.311,57.348,0.25,5,0,1,0,0,0,0,1,0,0,0
Mauritius,MUS,96,2011,6.5,0.373839581,1252404,21.319,58.6,7.9,531831,13.184,370154,12.822,0.696,20214.828,9.914,16140.82,9.689,39,73533.695,11.205,40.372,0.875,5,0,0,1,0,0,0,1,0,0,0
Mexico,MEX,97,2011,5,0.58025946,120365271,29.486,60.3,5.3,48466518,17.696,30776239,17.242,0.635,1857210.25,14.435,15429.785,9.644,48.1,5878632,15.587,78.118,0.333,5,0,0,0,1,0,0,0,0,0,0
Moldova,MDA,98,2011,5,0.625198996,3559986,16.246,41.6,6.7,1157254,13.962,812392,13.608,0.702,17515.498,9.771,4920.103,8.501,35.6,41565.691,10.635,44.859,0.75,5,0,0,0,0,0,0,0,0,1,1
Mongolia,MNG,99,2011,6,0.635132015,2759074,27.122,61.8,4.8,1183001,13.984,845846,13.648,0.715,23884.824,10.081,8656.826,9.066,33,109334.18,11.602,68.538,0.667,5,0,0,0,0,0,0,0,0,1,1
Montenegro,MNE,100,2011,5.5,0.542285886,620079,19.608,48.9,19.7,195741,12.185,155418,11.954,0.794,8564.604,9.055,13812.118,9.533,36,25848.344,10.16,63.274,0.688,5,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,101,2011,3.5,0.57999956,32531964,27.83,50.2,8.9,10737185,16.189,5014265,15.428,0.467,220289.328,12.303,6771.473,8.82,40.9,1140665.25,13.947,58.191,0.833,5,1,1,0,0,0,0,0,0,0,0
Mozambique,MOZ,102,2011,4.5,0.598155147,25016921,45.869,84.5,22.6,8856885,15.997,3294761,15.008,0.372,23142.121,10.049,925.059,6.83,47.1,38045.113,10.547,31.179,0.5,5,1,0,0,0,0,0,1,0,0,0
Namibia,NAM,103,2011,6,0.441111487,2240161,37.716,59.9,19.8,670277,13.415,349884,12.765,0.522,19921.729,9.9,8892.99,9.093,74.3,61938.906,11.034,42.637,0.833,5,0,0,0,0,0,0,1,0,0,0
Nepal,NPL,104,2011,4,0.648072338,27179237,36.323,83.4,2.7,14044265,16.458,6362052,15.666,0.453,52631.371,10.871,1936.455,7.569,47.3,164362.938,12.01,17.166,0.438,5,0,0,0,0,0,0,0,0,1,0
Netherlands,NLD,105,2011,7,0.068690062,16693074,17.162,64.3,4.4,8500278,15.956,7582248,15.841,0.892,769241.125,13.553,46081.454,10.738,30.9,3274994.5,15.002,87.837,1,5,0,0,0,0,1,0,0,0,0,0
New Zealand,NZL,106,2011,7,0.032475424,4384000,20.527,68,6.5,2215180,14.611,2031320,14.524,0.917,141568.156,11.861,32292.006,10.383,36.2,411907.594,12.929,86.183,0.917,5,0,0,1,0,0,0,0,0,0,0
Nicaragua,NIC,107,2011,3.5,0.647368681,5807787,32.215,62.9,7.8,2283118,14.641,1187221,13.987,0.52,23547.904,10.067,4054.54,8.308,52.3,78692.258,11.273,57.544,0.583,5,1,0,0,1,0,0,0,0,0,0
Niger,NER,108,2011,4.5,0.618761003,16946485,50.13,64.7,5.1,5189096,15.462,996306,13.812,0.192,13113.493,9.481,773.818,6.651,34.3,66958.398,11.112,17.766,0.333,5,0,1,0,0,0,0,1,0,1,0
Nigeria,NGA,109,2011,4,0.726832151,163770669,44.009,55.8,7.6,47278528,17.672,20424324,16.832,0.432,846470.25,13.649,5168.632,8.55,42.9,1456191,14.191,44.362,0.333,5,1,0,1,0,0,0,1,1,0,0
Norway,NOR,110,2011,7,0.065219641,4953088,18.662,65.4,3.3,2547841,14.751,2315988,14.655,0.909,301605.406,12.617,60892.398,11.017,25.8,1117305.5,13.926,79.385,1,5,0,0,0,0,1,0,0,1,0,0
Oman,OMN,111,2011,2.5,0.500200784,3210003,24.685,61.6,7.5,1377564,14.136,888529,13.697,0.645,144721.734,11.883,45084.61,10.716,32,403535.875,12.908,75.691,0.833,5,0,0,0,0,0,1,0,1,0,0
Pakistan,PAK,112,2011,3.5,0.710529375,173669648,35.971,54.1,5.1,57090291,17.86,20837956,16.852,0.365,757058.438,13.537,4359.187,8.38,31.2,1399938.125,14.152,37.007,0.583,5,1,0,1,0,0,0,0,0,0,0
Panama,PAN,113,2011,6.5,0.568285674,3681979,28.483,65.5,4.5,1647154,14.315,1080533,13.893,0.656,59942.785,11.001,16280.045,9.698,54.9,142056.688,11.864,65.405,0.5,5,0,0,0,1,0,0,0,0,0,0
Paraguay,PRY,114,2011,5,0.642653608,6293763,32.224,70,4.3,2857563,14.865,1680247,14.334,0.588,46788.09,10.753,7434.041,8.914,53.2,121547.313,11.708,58.714,0.333,5,0,0,0,1,0,0,0,0,1,0
Peru,PER,115,2011,5.5,0.549856079,29759891,29.014,76.1,3.9,15449418,16.553,10181166,16.136,0.659,307392,12.636,10329.07,9.243,49.6,722770.5,13.491,77.269,0.5,5,1,0,0,1,0,0,0,0,0,0
Philippines,PHL,116,2011,5,0.639298069,94501233,33.238,65.2,7,38255731,17.46,22647393,16.936,0.592,543836.625,13.206,5754.81,8.658,44,1742421.625,14.371,45.017,0.417,5,1,0,0,0,0,0,0,0,0,0
Poland,POL,117,2011,7,0.402965111,38063255,14.962,56.1,9.6,16415385,16.614,13444201,16.414,0.819,864956.313,13.67,22724.181,10.031,34.9,1864349,14.438,60.78,0.75,5,0,0,0,0,0,0,0,0,0,1
Portugal,PRT,118,2011,7,0.283145237,10557560,14.767,61.3,12.7,4815579,15.387,3481664,15.063,0.723,284569.406,12.559,26954.088,10.202,38.5,1712079.875,14.353,61.167,0.833,5,0,0,0,0,1,0,0,0,0,0
Qatar,QAT,119,2011,2.5,0.283504605,1905437,13.994,86.6,0.6,1410675,14.16,946563,13.761,0.671,298980.125,12.608,156908.953,11.963,39,659754,13.4,98.812,0.833,5,0,0,1,0,0,1,0,1,0,0
Republic of Congo,COG,120,2011,2.5,0.715656662,4177435,42.288,70.6,6.6,1589732,14.279,802815,13.596,0.505,22304.799,10.013,5339.353,8.583,28.4,67338.516,11.117,63.666,0.333,5,1,1,0,0,0,0,1,0,0,0
Romania,ROU,121,2011,6,0.538035405,20147528,15.842,55.7,7.4,8745437,15.984,6567823,15.698,0.751,354758.094,12.779,17608.021,9.776,31.5,1496971.125,14.219,53.96,0.667,5,1,0,0,0,0,0,0,0,0,1
Russia,RUS,122,2011,2.5,0.70729661,142960868,15.084,63.4,6.5,71963119,18.092,57714422,17.871,0.802,3272003.25,15.001,22887.405,10.038,37.5,6782959.5,15.73,73.732,0.667,5,1,0,0,0,0,0,0,1,0,1
Rwanda,RWA,123,2011,2.5,0.414272398,10556429,42.415,86.2,0.6,5208578,15.466,2057388,14.537,0.395,14611.858,9.59,1384.167,7.233,46.7,24876.506,10.122,24.922,0.438,5,1,0,0,0,0,0,1,0,1,0
Sao Tome,STP,124,2011,6,0.573254728,174646,43.16,60.3,0,59859,11,27655,10.228,0.462,488.451,6.191,2796.804,7.936,50.8,3635.42,8.198,62.6,0.563,5,0,0,0,0,0,0,1,0,0,0
Saudi Arabia,SAU,125,2011,1,0.574985707,28788438,29.95,51.8,5.8,9840277,16.102,6898034,15.747,0.701,1469645.5,14.201,51049.852,10.841,32,4298282.5,15.274,82.298,0.833,5,0,0,0,0,0,1,0,1,0,0
Senegal,SEN,126,2011,5,0.605514407,13357003,43.652,76.4,10.4,5152191,15.455,1550810,14.254,0.301,27859.633,10.235,2085.77,7.643,39.2,96667.008,11.479,42.497,0.5,5,0,1,0,0,0,0,1,0,0,0
Serbia  ,SRB,127,2011,6,0.549952924,7234099,17.035,52.1,23,2407727,14.694,1750417,14.375,0.727,88708.227,11.393,12262.512,9.414,30,393411.688,12.883,55.258,0.583,5,0,0,0,0,0,0,0,0,1,1
Sierra Leone,SLE,128,2011,5,0.666520607,5908908,43.372,67.2,3.4,2172133,14.591,738525,13.512,0.34,7601.162,8.936,1286.39,7.16,42.5,17981.098,9.797,38.557,0.583,5,1,0,1,0,0,0,1,0,0,0
Singapore,SGP,129,2011,4,0.075360441,5183688,16.956,67.5,2.9,2821419,14.853,2175314,14.593,0.771,372640.438,12.828,71887.127,11.183,42.5,1333272.75,14.103,100,0.833,5,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,130,2011,7,0.451311532,5398384,15.151,59,13.5,2337634,14.665,1891146,14.453,0.809,137389.047,11.831,25450.032,10.144,25.8,417670.781,12.942,54.41,0.667,5,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,131,2011,7,0.31986258,2052843,14.101,58.1,8.2,940508,13.754,810718,13.606,0.862,58895.652,10.984,28689.799,10.264,31.2,276190.063,12.529,49.948,0.75,5,0,0,0,0,0,0,0,0,1,1
South Africa,ZAF,132,2011,6,0.494534913,51549958,30.741,51.3,24.7,13791662,16.44,9640372,16.081,0.699,624811.313,13.345,12120.501,9.403,57.8,1952359.75,14.485,62.746,0.417,5,0,0,1,0,0,0,1,0,0,0
South Korea,KOR,133,2011,6.5,0.407744956,49779440,15.775,60.5,3.4,24503249,17.014,21219814,16.87,0.866,1606234.25,14.289,32267.021,10.382,31.6,6035800.5,15.613,82.037,0.833,5,0,0,0,0,0,0,0,0,0,0
Spain,ESP,134,2011,7,0.2890939,46742697,14.731,59.3,21.7,18506418,16.734,14675589,16.502,0.793,1534066.875,14.243,32819.392,10.399,34.7,8074863.5,15.904,78.673,0.833,5,0,0,0,0,1,0,0,0,0,0
Sri Lanka,LKA,135,2011,3.5,0.57476241,20270000,25.299,55,4.2,7978293,15.892,5903937,15.591,0.74,169465.203,12.04,8360.395,9.031,41.1,471383.5,13.063,18.309,0.417,5,0,0,1,0,0,0,0,0,0,0
Sudan,SDN,136,2011,1,0.74569931,36918193,41.771,53.4,14.6,9803452,16.098,2852805,14.864,0.291,180282.328,12.102,4883.292,8.494,51,348512.344,12.761,33.188,0.417,5,1,0,1,0,0,0,1,0,0,0
Suriname,SUR,137,2011,6,0.57318002,523439,28.193,54.5,6.9,190712,12.159,115953,11.661,0.608,7799.933,8.962,14901.322,9.609,52.9,34377.383,10.445,66.276,0.5,5,0,0,0,1,0,0,0,0,0,0
Swaziland,SWZ,138,2011,2,0.559074783,1212458,38.49,56.9,22.7,328020,12.701,181067,12.107,0.552,9212.506,9.128,7598.206,8.936,50.7,49072.531,10.801,21.425,0.438,5,0,0,1,0,0,0,1,0,1,0
Sweden,SWE,139,2011,7,0.055624342,9449213,16.506,63.9,7.8,4648173,15.352,3904465,15.178,0.84,410223.531,12.924,43413.513,10.679,25,1566450.875,14.264,85.21,1,5,0,0,0,0,1,0,0,0,0,0
Switzerland,CHE,140,2011,7,0.089703608,7912398,14.957,68.1,4,4399088,15.297,3796413,15.15,0.863,436559.938,12.987,55174.163,10.918,33.7,1633561,14.306,73.701,0.833,5,0,0,0,0,1,0,0,0,1,0
Syria,SYR,141,2011,1,0.709077263,20501167,36.011,43.5,11.5,5050271,15.435,2742297,14.824,0.543,115549.57,11.657,5636.244,8.637,42,323026.281,12.685,56.066,0.75,5,0,1,0,0,0,1,0,1,0,0
Tajikistan,TJK,142,2011,2.5,0.728976178,7753925,35.347,67.5,11.4,2998128,14.913,1966772,14.492,0.656,19105.891,9.858,2464.028,7.81,31.7,191219.313,12.161,26.533,0.25,5,1,0,0,0,0,0,0,0,1,1
Tanzania,TZA,143,2011,5,0.625128961,47122998,45.119,89.2,3.5,22260933,16.918,9483157,16.065,0.426,93982.43,11.451,1994.407,7.598,34.6,398696,12.896,28.798,0.833,5,0,0,1,0,0,0,1,0,0,0
Thailand,THA,144,2011,4,0.55800702,66902958,18.846,72.4,0.7,39034232,17.48,24240258,17.004,0.621,912006.938,13.723,13631.788,9.52,42.5,3291630.75,15.007,45.394,0.417,5,0,0,0,0,0,0,0,0,0,0
Togo,TGO,145,2011,3.5,0.700801253,6566179,42.782,80.9,7,2826678,14.855,1373766,14.133,0.486,7994.223,8.986,1217.485,7.105,34.4,22591.951,10.025,38.01,0.5,5,0,1,0,0,0,0,1,0,0,0
Trinidad,TTO,146,2011,6,0.556354916,1334790,20.703,63.9,4.7,644563,13.376,455061,13.028,0.706,40256.172,10.603,30159.18,10.314,40.3,195406.234,12.183,8.937,0.417,5,0,0,1,1,0,0,0,1,0,0
